subject_id	subject_label
ICD10CM:S00.91XS	Abrasion of unspecified part of head, sequela
ICD10CM:S00.91XD	Abrasion of unspecified part of head, subsequent encounter
ICD10CM:S10.91	Abrasion of unspecified part of neck
ICD10CM:S10.91XA	Abrasion of unspecified part of neck, initial encounter
ICD10CM:S10.91XS	Abrasion of unspecified part of neck, sequela
ICD10CM:S10.91XD	Abrasion of unspecified part of neck, subsequent encounter
ICD10CM:S20.91	Abrasion of unspecified parts of thorax
ICD10CM:S20.91XA	Abrasion of unspecified parts of thorax, initial encounter
ICD10CM:S20.91XS	Abrasion of unspecified parts of thorax, sequela
ICD10CM:S20.91XD	Abrasion of unspecified parts of thorax, subsequent encounter
ICD10CM:S40.219	Abrasion of unspecified shoulder
ICD10CM:S40.219A	Abrasion of unspecified shoulder, initial encounter
ICD10CM:S40.219S	Abrasion of unspecified shoulder, sequela
ICD10CM:S40.219D	Abrasion of unspecified shoulder, subsequent encounter
ICD10CM:S60.319	Abrasion of unspecified thumb
ICD10CM:S60.319A	Abrasion of unspecified thumb, initial encounter
ICD10CM:S60.319S	Abrasion of unspecified thumb, sequela
ICD10CM:S60.319D	Abrasion of unspecified thumb, subsequent encounter
ICD10CM:S40.819	Abrasion of unspecified upper arm
ICD10CM:S40.819A	Abrasion of unspecified upper arm, initial encounter
ICD10CM:S40.819S	Abrasion of unspecified upper arm, sequela
ICD10CM:S40.819D	Abrasion of unspecified upper arm, subsequent encounter
ICD10CM:S60.819	Abrasion of unspecified wrist
ICD10CM:S60.819A	Abrasion of unspecified wrist, initial encounter
ICD10CM:S60.819S	Abrasion of unspecified wrist, sequela
ICD10CM:S60.819D	Abrasion of unspecified wrist, subsequent encounter
ICD10CM:S40.81	Abrasion of upper arm
ICD10CM:S30.814	Abrasion of vagina and vulva
ICD10CM:S30.814A	Abrasion of vagina and vulva, initial encounter
ICD10CM:S30.814S	Abrasion of vagina and vulva, sequela
ICD10CM:S30.814D	Abrasion of vagina and vulva, subsequent encounter
ICD10CM:S60.81	Abrasion of wrist
ICD10CM:S90.512	Abrasion, left ankle
ICD10CM:S90.512A	Abrasion, left ankle, initial encounter
ICD10CM:S90.512S	Abrasion, left ankle, sequela
ICD10CM:S90.512D	Abrasion, left ankle, subsequent encounter
ICD10CM:S90.812	Abrasion, left foot
ICD10CM:S90.812A	Abrasion, left foot, initial encounter
ICD10CM:S90.812S	Abrasion, left foot, sequela
ICD10CM:S90.812D	Abrasion, left foot, subsequent encounter
ICD10CM:S90.412	Abrasion, left great toe
ICD10CM:S90.412A	Abrasion, left great toe, initial encounter
ICD10CM:S90.412S	Abrasion, left great toe, sequela
ICD10CM:S90.412D	Abrasion, left great toe, subsequent encounter
ICD10CM:S70.212	Abrasion, left hip
ICD10CM:S70.212A	Abrasion, left hip, initial encounter
ICD10CM:S70.212S	Abrasion, left hip, sequela
ICD10CM:S70.212D	Abrasion, left hip, subsequent encounter
ICD10CM:S80.212	Abrasion, left knee
ICD10CM:S80.212A	Abrasion, left knee, initial encounter
ICD10CM:S80.212S	Abrasion, left knee, sequela
ICD10CM:S80.212D	Abrasion, left knee, subsequent encounter
ICD10CM:S90.415	Abrasion, left lesser toe(s)
ICD10CM:S90.415A	Abrasion, left lesser toe(s), initial encounter
ICD10CM:S90.415S	Abrasion, left lesser toe(s), sequela
ICD10CM:S90.415D	Abrasion, left lesser toe(s), subsequent encounter
ICD10CM:S80.812	Abrasion, left lower leg
ICD10CM:S80.812A	Abrasion, left lower leg, initial encounter
ICD10CM:S80.812S	Abrasion, left lower leg, sequela
ICD10CM:S80.812D	Abrasion, left lower leg, subsequent encounter
ICD10CM:S70.312	Abrasion, left thigh
ICD10CM:S70.312A	Abrasion, left thigh, initial encounter
ICD10CM:S70.312S	Abrasion, left thigh, sequela
ICD10CM:S70.312D	Abrasion, left thigh, subsequent encounter
ICD10CM:S90.511	Abrasion, right ankle
ICD10CM:S90.511A	Abrasion, right ankle, initial encounter
ICD10CM:S90.511S	Abrasion, right ankle, sequela
ICD10CM:S90.511D	Abrasion, right ankle, subsequent encounter
ICD10CM:S90.811	Abrasion, right foot
ICD10CM:S90.811A	Abrasion, right foot, initial encounter
ICD10CM:S90.811S	Abrasion, right foot, sequela
ICD10CM:S90.811D	Abrasion, right foot, subsequent encounter
ICD10CM:S90.411	Abrasion, right great toe
ICD10CM:S90.411A	Abrasion, right great toe, initial encounter
ICD10CM:S90.411S	Abrasion, right great toe, sequela
ICD10CM:S90.411D	Abrasion, right great toe, subsequent encounter
ICD10CM:S70.211	Abrasion, right hip
ICD10CM:S70.211A	Abrasion, right hip, initial encounter
ICD10CM:S70.211S	Abrasion, right hip, sequela
ICD10CM:S70.211D	Abrasion, right hip, subsequent encounter
ICD10CM:S80.211	Abrasion, right knee
ICD10CM:S80.211A	Abrasion, right knee, initial encounter
ICD10CM:S80.211S	Abrasion, right knee, sequela
ICD10CM:S80.211D	Abrasion, right knee, subsequent encounter
ICD10CM:S90.414	Abrasion, right lesser toe(s)
ICD10CM:S90.414A	Abrasion, right lesser toe(s), initial encounter
ICD10CM:S90.414S	Abrasion, right lesser toe(s), sequela
ICD10CM:S90.414D	Abrasion, right lesser toe(s), subsequent encounter
ICD10CM:S80.811	Abrasion, right lower leg
ICD10CM:S80.811A	Abrasion, right lower leg, initial encounter
ICD10CM:S80.811S	Abrasion, right lower leg, sequela
ICD10CM:S80.811D	Abrasion, right lower leg, subsequent encounter
ICD10CM:S70.311	Abrasion, right thigh
ICD10CM:S70.311A	Abrasion, right thigh, initial encounter
ICD10CM:S70.311S	Abrasion, right thigh, sequela
ICD10CM:S70.311D	Abrasion, right thigh, subsequent encounter
ICD10CM:S90.519	Abrasion, unspecified ankle
ICD10CM:S90.519A	Abrasion, unspecified ankle, initial encounter
ICD10CM:S90.519S	Abrasion, unspecified ankle, sequela
ICD10CM:S90.519D	Abrasion, unspecified ankle, subsequent encounter
ICD10CM:S90.819	Abrasion, unspecified foot
ICD10CM:S90.819A	Abrasion, unspecified foot, initial encounter
ICD10CM:S90.819S	Abrasion, unspecified foot, sequela
ICD10CM:S90.819D	Abrasion, unspecified foot, subsequent encounter
ICD10CM:S90.413	Abrasion, unspecified great toe
ICD10CM:S90.413A	Abrasion, unspecified great toe, initial encounter
ICD10CM:S90.413S	Abrasion, unspecified great toe, sequela
ICD10CM:S90.413D	Abrasion, unspecified great toe, subsequent encounter
ICD10CM:S70.219	Abrasion, unspecified hip
ICD10CM:S70.219A	Abrasion, unspecified hip, initial encounter
ICD10CM:S70.219S	Abrasion, unspecified hip, sequela
ICD10CM:S70.219D	Abrasion, unspecified hip, subsequent encounter
ICD10CM:S80.219	Abrasion, unspecified knee
ICD10CM:S80.219A	Abrasion, unspecified knee, initial encounter
ICD10CM:S80.219S	Abrasion, unspecified knee, sequela
ICD10CM:S80.219D	Abrasion, unspecified knee, subsequent encounter
ICD10CM:S90.416	Abrasion, unspecified lesser toe(s)
ICD10CM:S90.416A	Abrasion, unspecified lesser toe(s), initial encounter
ICD10CM:S90.416S	Abrasion, unspecified lesser toe(s), sequela
ICD10CM:S90.416D	Abrasion, unspecified lesser toe(s), subsequent encounter
ICD10CM:S80.819	Abrasion, unspecified lower leg
ICD10CM:S80.819A	Abrasion, unspecified lower leg, initial encounter
ICD10CM:S80.819S	Abrasion, unspecified lower leg, sequela
ICD10CM:S80.819D	Abrasion, unspecified lower leg, subsequent encounter
ICD10CM:S70.319	Abrasion, unspecified thigh
ICD10CM:S70.319A	Abrasion, unspecified thigh, initial encounter
ICD10CM:S70.319S	Abrasion, unspecified thigh, sequela
ICD10CM:S70.319D	Abrasion, unspecified thigh, subsequent encounter
ICD10CM:N75.1	Abscess of Bartholin's gland
ICD10CM:K61	Abscess of anal and rectal regions
ICD10CM:M71.0	Abscess of bursa
ICD10CM:M71.07	Abscess of bursa, ankle and foot
ICD10CM:M71.02	Abscess of bursa, elbow
ICD10CM:M71.04	Abscess of bursa, hand
ICD10CM:M71.05	Abscess of bursa, hip
ICD10CM:M71.06	Abscess of bursa, knee
ICD10CM:M71.072	Abscess of bursa, left ankle and foot
ICD10CM:M71.022	Abscess of bursa, left elbow
ICD10CM:M71.042	Abscess of bursa, left hand
ICD10CM:M71.052	Abscess of bursa, left hip
ICD10CM:M71.062	Abscess of bursa, left knee
ICD10CM:M71.012	Abscess of bursa, left shoulder
ICD10CM:M71.032	Abscess of bursa, left wrist
ICD10CM:M71.09	Abscess of bursa, multiple sites
ICD10CM:M71.08	Abscess of bursa, other site
ICD10CM:M71.071	Abscess of bursa, right ankle and foot
ICD10CM:M71.021	Abscess of bursa, right elbow
ICD10CM:M71.041	Abscess of bursa, right hand
ICD10CM:M71.051	Abscess of bursa, right hip
ICD10CM:M71.061	Abscess of bursa, right knee
ICD10CM:M71.011	Abscess of bursa, right shoulder
ICD10CM:M71.031	Abscess of bursa, right wrist
ICD10CM:M71.01	Abscess of bursa, shoulder
ICD10CM:M71.079	Abscess of bursa, unspecified ankle and foot
ICD10CM:M71.029	Abscess of bursa, unspecified elbow
ICD10CM:M71.049	Abscess of bursa, unspecified hand
ICD10CM:M71.059	Abscess of bursa, unspecified hip
ICD10CM:M71.069	Abscess of bursa, unspecified knee
ICD10CM:M71.019	Abscess of bursa, unspecified shoulder
ICD10CM:M71.00	Abscess of bursa, unspecified site
ICD10CM:M71.039	Abscess of bursa, unspecified wrist
ICD10CM:M71.03	Abscess of bursa, wrist
ICD10CM:N48.21	Abscess of corpus cavernosum and penis
ICD10CM:N45.4	Abscess of epididymis or testis
ICD10CM:H60.0	Abscess of external ear
ICD10CM:H60.03	Abscess of external ear, bilateral
ICD10CM:H60.00	Abscess of external ear, unspecified ear
ICD10CM:H00.03	Abscess of eyelid
ICD10CM:H00.036	Abscess of eyelid left eye, unspecified eyelid
ICD10CM:H00.033	Abscess of eyelid right eye, unspecified eyelid
ICD10CM:H00.039	Abscess of eyelid unspecified eye, unspecified eyelid
ICD10CM:K63.0	Abscess of intestine
ICD10CM:H60.02	Abscess of left external ear
ICD10CM:H00.035	Abscess of left lower eyelid
ICD10CM:H00.034	Abscess of left upper eyelid
ICD10CM:J85	Abscess of lung and mediastinum
ICD10CM:J85.1	Abscess of lung with pneumonia
ICD10CM:J85.2	Abscess of lung without pneumonia
ICD10CM:J85.3	Abscess of mediastinum
ICD10CM:N41.2	Abscess of prostate
ICD10CM:H60.01	Abscess of right external ear
ICD10CM:H00.032	Abscess of right lower eyelid
ICD10CM:H00.031	Abscess of right upper eyelid
ICD10CM:K11.3	Abscess of salivary gland
ICD10CM:M65.0	Abscess of tendon sheath
ICD10CM:M65.07	Abscess of tendon sheath, ankle and foot
ICD10CM:M65.03	Abscess of tendon sheath, forearm
ICD10CM:M65.04	Abscess of tendon sheath, hand
ICD10CM:M65.072	Abscess of tendon sheath, left ankle and foot
ICD10CM:M65.032	Abscess of tendon sheath, left forearm
ICD10CM:M65.042	Abscess of tendon sheath, left hand
ICD10CM:M65.062	Abscess of tendon sheath, left lower leg
ICD10CM:M65.012	Abscess of tendon sheath, left shoulder
ICD10CM:M65.052	Abscess of tendon sheath, left thigh
ICD10CM:M65.022	Abscess of tendon sheath, left upper arm
ICD10CM:M65.06	Abscess of tendon sheath, lower leg
ICD10CM:M65.08	Abscess of tendon sheath, other site
ICD10CM:M65.071	Abscess of tendon sheath, right ankle and foot
ICD10CM:M65.031	Abscess of tendon sheath, right forearm
ICD10CM:M65.041	Abscess of tendon sheath, right hand
ICD10CM:M65.061	Abscess of tendon sheath, right lower leg
ICD10CM:M65.011	Abscess of tendon sheath, right shoulder
ICD10CM:M65.051	Abscess of tendon sheath, right thigh
ICD10CM:M65.021	Abscess of tendon sheath, right upper arm
ICD10CM:M65.01	Abscess of tendon sheath, shoulder
ICD10CM:M65.05	Abscess of tendon sheath, thigh
ICD10CM:M65.079	Abscess of tendon sheath, unspecified ankle and foot
ICD10CM:M65.039	Abscess of tendon sheath, unspecified forearm
ICD10CM:M65.049	Abscess of tendon sheath, unspecified hand
ICD10CM:M65.069	Abscess of tendon sheath, unspecified lower leg
ICD10CM:M65.019	Abscess of tendon sheath, unspecified shoulder
ICD10CM:M65.00	Abscess of tendon sheath, unspecified site
ICD10CM:M65.059	Abscess of tendon sheath, unspecified thigh
ICD10CM:M65.029	Abscess of tendon sheath, unspecified upper arm
ICD10CM:M65.02	Abscess of tendon sheath, upper arm
ICD10CM:N61.1	Abscess of the breast and nipple
ICD10CM:E32.1	Abscess of thymus
ICD10CM:N76.4	Abscess of vulva
ICD10CM:J34.0	Abscess, furuncle and carbuncle of nose
ICD10CM:Q10.4	Absence and agenesis of lacrimal apparatus
ICD10CM:Q25.41	Absence and aplasia of aorta
ICD10CM:Q55.0	Absence and aplasia of testis
ICD10CM:G40.A	Absence epileptic syndrome
ICD10CM:G40.A1	Absence epileptic syndrome, intractable
ICD10CM:G40.A11	Absence epileptic syndrome, intractable, with status epilepticus
ICD10CM:G40.A19	Absence epileptic syndrome, intractable, without status epilepticus
ICD10CM:G40.A0	Absence epileptic syndrome, not intractable
ICD10CM:G40.A01	Absence epileptic syndrome, not intractable, with status epilepticus
ICD10CM:G40.A09	Absence epileptic syndrome, not intractable, without status epilepticus
ICD10CM:Q16.2	Absence of eustachian tube
ICD10CM:Q83.2	Absent nipple
ICD10CM:N91	Absent, scanty and rare menstruation
ICD10CM:H44.51	Absolute glaucoma
ICD10CM:H44.513	Absolute glaucoma, bilateral
ICD10CM:H44.512	Absolute glaucoma, left eye
ICD10CM:H44.511	Absolute glaucoma, right eye
ICD10CM:H44.519	Absolute glaucoma, unspecified eye
ICD10CM:F55.0	Abuse of antacids
ICD10CM:F55.1	Abuse of herbal or folk remedies
ICD10CM:F55.2	Abuse of laxatives
ICD10CM:F55	Abuse of non-psychoactive substances
ICD10CM:F55.8	Abuse of other non-psychoactive substances
ICD10CM:F55.3	Abuse of steroids or hormones
ICD10CM:F55.4	Abuse of vitamins
ICD10CM:B60.1	Acanthamebiasis
ICD10CM:B60.10	Acanthamebiasis, unspecified
ICD10CM:L11.9	Acantholytic disorder, unspecified
ICD10CM:Q17.0	Accessory auricle
ICD10CM:Q83.1	Accessory breast
ICD10CM:Q69.0	Accessory finger(s)
ICD10CM:Q63.0	Accessory kidney
ICD10CM:Q33.1	Accessory lobe of lung
ICD10CM:Q83.3	Accessory nipple
ICD10CM:Q50.31	Accessory ovary
ICD10CM:Q69.1	Accessory thumb(s)
ICD10CM:Q69.2	Accessory toe(s)
ICD10CM:I97.51	Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure
ICD10CM:I97.5	Accidental puncture and laceration of a circulatory system organ or structure during a procedure
ICD10CM:I97.52	Accidental puncture and laceration of a circulatory system organ or structure during other procedure
ICD10CM:K91.71	Accidental puncture and laceration of a digestive system organ or structure during a digestive system procedure
ICD10CM:K91.7	Accidental puncture and laceration of a digestive system organ or structure during a procedure
ICD10CM:K91.72	Accidental puncture and laceration of a digestive system organ or structure during other procedure
ICD10CM:G97.4	Accidental puncture and laceration of a nervous system organ or structure during a procedure
ICD10CM:G97.48	Accidental puncture and laceration of other nervous system organ or structure during a nervous system procedure
ICD10CM:G97.49	Accidental puncture and laceration of other nervous system organ or structure during other procedure
ICD10CM:G97.41	Accidental puncture or laceration of dura during a procedure
ICD10CM:H50.43	Accommodative component in esotropia
ICD10CM:M76.6	Achilles tendinitis
ICD10CM:M76.62	Achilles tendinitis, left leg
ICD10CM:M76.61	Achilles tendinitis, right leg
ICD10CM:M76.60	Achilles tendinitis, unspecified leg
ICD10CM:E87.20	Acidosis, unspecified
ICD10CM:L70.1	Acne conglobata
ICD10CM:L70.3	Acne tropica
ICD10CM:L70.2	Acne varioliformis
ICD10CM:L70.0	Acne vulgaris
ICD10CM:L70.9	Acne, unspecified
ICD10CM:L70.5	Acné excoriée
ICD10CM:H94.0	Acoustic neuritis in infectious and parasitic diseases classified elsewhere
ICD10CM:H94.03	Acoustic neuritis in infectious and parasitic diseases classified elsewhere, bilateral
ICD10CM:H94.02	Acoustic neuritis in infectious and parasitic diseases classified elsewhere, left ear
ICD10CM:H94.01	Acoustic neuritis in infectious and parasitic diseases classified elsewhere, right ear
ICD10CM:H94.00	Acoustic neuritis in infectious and parasitic diseases classified elsewhere, unspecified ear
